City,Latitude,Longitude,Name,PostalCode,State
Bainbridge Island,47.64824,-122.52514,Bainbridge Island Brewing,98110,WA
Los Gatos,37.213386,-121.982023,Testarossa Winery,95030,CA
Bayfield,37.223304,-107.597453,Bottom Shelf Brewery,81122,Pagosa Springs
Kansas City,39.127291,-94.583274,Garden Complements Inc,64116,Gladstone
Boca Raton,26.40403,-80.11017,Barrel of Monks Brewery,33487,FL
Oconomowoc,43.12618,-88.53726,Sweet Mullets Brewing Co.,53066,WI
Chino,33.997253,-117.689625,I and I Brewing,91710,CA
Bend,44.04157609,-121.3326645,Cascade Lakes Brewing,97702,OR
Kansas City,38.99341154,-94.59369332,The Well,64118,Oakview
Escondido,33.115649,-117.120274,Stone Brewing Co.,92029,CA
Tustin,33.749601,-117.811481,Tustin Brewing Co,92780,CA
Sylva,35.372986,-83.236789,The Sneak E Squirrel,28779,NC
Redwood Valley,39.298258,-123.195532,Silversmith Vineyards,95470,CA
Philo,39.136142,-123.500396,Esterlina Vineyard & Winery,95466,CA
Hopland,38.942442,-123.183397,Albertina Wine Cellars,95449,CA
Panama City,30.266066,-85.519812,Coca-Cola Bottling Co.,32404,FL
Madera,37.069047,-120.11079,Wine Group/Almaden Cellars,93638,CA
Roseville,38.782208,-121.270633,Total Wine & More,95678,CA
Frisco,33.155668,-96.910506,Crossroads Winery,75034,TX
San Clemente,33.45773,-117.59012,Left Coast Brewery,92673,CA
York,43.15059686,-70.66592932,Some Brewing Company,3909,ME
Eagle,39.641364,-106.831281,The Dusty Boot,81631,CO
Las Vegas,36.0671,-115.1722,Zion,89119,NV
Providence,41.83045,-71.42759,Coca-Cola Enterprises Inc,2908,RI
Albuquerque,35.0884,-106.7269,Coca-Cola Bottling Co.,87121,NM
Albuquerque,35.1038,-106.5707,Abq Brewpub,87110,NM
Albuquerque,35.1207,-106.6179,Ilvicino Brewing Co,87107,NM
Albuquerque,35.1207,-106.6179,Ivb Canteen,87107,NM
Albuquerque,35.1179,-106.6138,La Cumbre Brewing Co.,87107,NM
Albuquerque,35.0955,-106.6577,Ale Republic,87102,NM
Aurora,42.7105,-76.6985,Long Point Winery,13026,NY
Las Vegas,36.0795,-115.2127,Sin City Beer Co,89118,NV
Tallahassee,30.432835,-84.29291,Proof Brewing Co. Production Brewery,32310,FL
San Diego,33.023852,-117.085759,Abnormal Beer Co,92127,CA
Fort Lauderdale,26.17534,-80.131065,The Brew Bus-south Florida,33334,Wilton Manors
Cuyahoga Falls,41.17874,-81.50856,K C's Melody Inn,44223,OH
Red Bud,38.211742,-89.99405,Kaskaskia Brewing Co,62278,Grigg
Sebastian,27.807386,-80.46462,Pareidolia Brewing Co.,32958,FL
Union,40.70253832,-74.26324686,Cap'n Cork Liquors,7083,Townley
Chambersburg,39.91328308,-77.66552738,Good Ta Go,17201,Beautiful
Walled Lake,42.57703,-83.442764,Cj's Brewing Company,48390,Wolverine Lake
Conroe,30.347297,-95.434932,Southern Star Brewing,77303,TX
New York,40.754121,-73.98675,Heartland Brewery Group,10018,Nyc
Jupiter,26.889477,-80.115814,Civil Society Brewing,33458,FL
Santa Cruz,36.967391,-122.008009,Seabright Brewery,95062,CA
Eureka,40.767407,-124.189112,Lost Coast Brewery & Cafe,95501,CA
Santa Cruz,36.98,-122.010001,Silver Mountain Vineyards,95063,CA
Albany,42.654102,-73.74776,C H Evans Brewing Co,12207,NY
South Glens Falls,43.29515,-73.63622,Common Roots Brewing Co,12803,NY
Asheville,35.594795,-82.552284,One World Brewing,28801,NC
East Pittsburgh,40.410619,-79.83439,Solar Screen Co.,15112,PA
Hattiesburg,31.327045,-89.396947,Group Dr Pepper Snapple,39402,MS
Weed,41.41610282,-122.3870919,Mt. Shasta Brewing Co.,96094,CA
Brattleboro,42.85349,-72.559616,Hermit Thrush Brewery,5301,W Brattleboro
New Freedom,39.768052,-76.660598,Bauernhof Brewing Co,17349,PA
Carlsbad,33.14025574,-117.2738375,Arcana Brewing Company,92010,CA
Murphys,38.13753,-120.46282,Murphys Pourhouse,95247,CA
Chelan,47.841597,-120.097005,Nefarious Cellars,98816,Lakeside
Waynesburg,51.29904258,6.731715681,Galerie Burghof,40489,KY
Plano,33.01,-96.71,Total Wine & More,75075,TX
Katy,29.815765,-95.720272,Texas Homebrewers,77449,TX
Fairfield,41.14108,-73.25777,Twisted Vine,6824,CT
Saint Augustine,29.890896,-81.32712,Bog Brewing Company,32084,St Augustine
Fort Myers,26.56096,-81.74367,Fort Myers Brewing Company,33913,FL
Redlands,34.083584,-117.144905,Hangar 24 Craft Brewery LLC,92374,CA
West Babylon,40.734917,-73.37886,Garal Wholesalers Ltd,11704,NY
Poughkeepsie,41.689204,-73.9121,Sloop Brewing,12603,NY
Strongsville,41.3218,-81.8578,Madd Crab Restaurant,44149,OH
Westlake,41.4735,-81.9385,Advanced Brewing Machines,44145,OH
Albuquerque,35.1333,-106.6066,Nexus Brewery,87109,NM
Cleveland,41.4189,-81.6228,Ohio Beverage System,44125,OH
Avon Lake,41.4891,-82.0318,Klingshirn Winery,44012,OH
Baldwinsville,43.1624,-76.3097,Anheuser Busch Baldwinsville,13027,NY
Phoenix,43.2251,-76.2971,Jrs Brew,13135,NY
New Paltz,41.7674,-74.0776,Pantano's Wine Grapes and Home Brew Shop,12561,NY
Santa Barbara,34.440391,-119.81238,Gbl Distributing Co,93111,CA
Monkton,39.576374,-76.60914,Millstone Cellars,21111,MD
Oklahoma City,35.52241256,-97.54580925,Belle Isle Restaurant & Brewery,73118,OK
Garden City,43.645176,-116.271225,Crooked Fence Brewing,83714,Hidden Springs
Abilene,32.402911,-99.746792,"Reed Beverage, Inc.",79602,TX
Bennington,42.87835046,-73.19642402,Madison Brewing Company Pub & Restaurant,5201,Old Bennington
Richmond,44.398853,-73.0015,Stone Corral Brewery,5477,VT
Appleton,44.26183,-88.41405,Das Brewery,54911,WI
Conway,43.97402,-71.12975,Tuckerman Brewing Company,3818,NH
Bridgeton,38.74554569,-90.39351355,Lindbergh Bistro,63044,MO
San Diego,33.021281,-117.113509,Karl Strauss Brewing Co,92127,CA
Granby,41.96498,-72.79138,The Cambridge House,6035,CT
Brighton,42.52963381,-83.78538968,Brewery Becker,48116,Crooked Lake
Johnson City,36.315235,-82.35286,Yee Haw Brewing Co.,37604,TN
Portland,43.70309652,-70.320171,Foundation Brewing Company,4103,ME
Phoenix,33.582477,-111.979621,Electric Charging Station,85028,AZ
Evanston,41.26228,-110.955811,Art of Brewing & Wine Making,82930,WY
Magee,31.855008,-89.726774,Mountain Pure,39111,Sanitorium
Southern Pines,35.16811,-79.40134,The Sly Fox Pub,28387,NC
Bountiful,40.884279,-111.879705,Keva Juice Co,84010,Woods Cross
Bloomfield,41.85511658,-72.70501412,Back East Brewery,6002,CT
Biddeford,43.493004,-70.452225,Banded Horn Brewing Co Tap Room,4005,ME
Juneau,58.38461,-134.64438,Dolphin Jet Boat Tours,99801,AK
Phoenix,33.639622,-112.119635,Electric Charging Station,85053,AZ
Carson,45.72895,-121.81993,Backwoods Brewing Company,98610,WA
Santa Fe,35.682134,-105.949091,Second Street Brewery,87501,Chupadero
Phoenix,33.480586,-112.016337,Fry's Food and Drug,85016,AZ
Salem,37.309196,-80.03348,Parkway Brewing Company,24153,Fort Lewis
Milwaukee,43.00681,-87.938146,Neon Lights,53204,WI
Houston,29.977888,-95.491014,Coinstar,77014,TX
Bangor,44.79677316,-68.76986597,Sea Dog Brewing Company,4401,Veazie
Jacksonville,30.261524,-81.553796,Seven Bridges Grille & Brewery,32246,FL
Huntsville,34.611066,-86.56612,Kegkits.com,35803,AL
Lenexa,38.964878,-94.727229,Coca-cola Bottling Co,66215,Shawnee Msn
Shakopee,44.79377,-93.46113,Badger Hill Brewing Company,55379,MN
Bluemont,45.44818,9.20532,Pub Bere Buona Birra,20135,VA
Eugene,44.189133,-123.12815,Agrarian Ales Brewing Company,97408,OR
San Francisco,37.7617783,-122.4191709,Citizen Fox,94110,CA
Boulder,40.015041,-105.246272,Fate Brewing Company,80301,CO
Boulder,40.02149014,-105.2473569,Sanitas Brewing Company,80301,CO
Austin,30.267762,-97.741235,B D Riley's,78701,TX
San Angelo,31.46045,-100.43311,Soco Taphouse and Brew Company,76903,TX
Bedford,38.92471,-86.52694,Salt Creek Brewery,47421,Bedford Heights
Rocky Hill,41.63524,-72.67678,Still Hill Brewery,6067,CT
Vista,33.200449,-117.244592,Lamppost Pizza,92083,CA
Hyattsville,38.96869773,-76.95293605,Old Dominion Brew House,20782,University Park
Boulder,40.077157,-105.192565,Pangea Natural,80301,CO
Mankato,44.181369,-94.013792,Mankato Brewery,56003,No Mankato
Fort Lauderdale,26.1741,-80.1308,Funky Buddha Brewery,33334,Wilton Manors
Morganton,35.746181,-81.687863,"Brown Mountain Bottle Works, Llc",28655,Brindle Town
Hillsboro,45.549491,-122.901162,Octogonal Barn,97124,Orenco
Decorah,43.306374,-91.79662,Pulpit Rock Brewing Company,52101,Burr Oak
Louisville,38.25636606,-85.75462508,Blue Grass Brewery,40202,KY
Bel Air,39.53964,-76.35674,Independent Brewing Company,21014,MD
Minneapolis,44.88557,-93.286904,Barkingside Company,55423,MN
Port Clinton,41.517376,-82.89147,Catawba Island Brewing Company,43452,Middle Bass
Seguin,29.565397,-97.89277,Seguin Brewing Company,78155,TX
Grants Pass,42.43901796,-123.317572,Wild River Brewing and Pizza Company,97526,OR
Grand Rapids,42.985154,-85.681523,Long Road Distillers,49504,Standale
Flagstaff,35.218204,-111.621211,Flag Brew Tours,86004,AZ
Denver,39.680602,-105.117872,Great Frontier Brewing Co,80227,CO
Hales Corners,42.94057,-88.04213,Senft's Tavern,53130,WI
Spruce Pine,35.915637,-82.063647,Pizza Shop Dry County Brewing,28777,NC
Easton,40.67324,-75.22571,Weyerbacher Brewing Co���mpany,18042,West Easton
Kansas City,39.123824,-94.825226,Granite City Food & Brewery,66111,KS
Nederland,39.9620242,-105.5098411,Wild Mountain Smokehouse & Brewery,80466,CO
Columbus,39.951413,-83.000352,Brick An American Kitchen,43215,OH
Goochland,37.7433,-78.00911,Lickinghole Creek Craft Brewery,23063,VA
Wakefield,41.450684,-71.49583,Whalers Brewing Company,2879,S Kingstown
Belfast,44.42879586,-69.00554239,Marshall Wharf Brewing Company,4915,ME
Mentor,41.651469,-81.380092,Brew Mentor,44060,Concord Twp
Stillwater,45.03899932,-92.83185115,Lift Bridge Brewing Company,55082,Oak Park Hts
Fredericksburg,38.279455,-77.447486,Blue & Gray Brewing Co,22408,Fredbg
Houston,29.74284517,-95.46442221,Marks View,77056,TX
Randolph,43.985657,-72.72066,Bent Hill Brewery,5060,West Brookfield
Williamsport,41.24046,-77.00574,Bullfrog Brewery,17701,Center City
Buffalo,44.345961,-106.698638,Clear Creek Brewing,82834,WY
Rockville,39.055813,-77.11018,7 Locks Brewing,20852,No Bethesda
Cleveland,41.47992098,-81.71400137,Platform Brewhouse,44113,OH
Portland,43.707962,-70.31428,D.l. Geary Brewing Company,4103,ME
Mineral Point,42.8576858,-90.17694273,Brewery Creek Brew Pub,53565,WI
Cape Canaveral,28.39908,-80.61155,Florida Beer Company,32920,Pt Canaveral
Redding,40.581349,-122.354359,Nor Cal Brewing Solutions,96002,CA
Aviston,38.6014,-89.6126,Hidden Lake Winery,62216,Trenton
Miamisburg,39.638042,-84.28862,Star City Brewing Company,45342,OH
Cary,35.790459,-78.775587,Jordan Ake Brewing Co,27513,NC
Huntington Beach,33.722455,-118.001805,Brewbakers,92647,CA
Santa Maria,34.910989,-120.447801,Fess Parker Winery,93455,CA
Dallas,32.892885,-96.896027,Advanced Beverages,75229,TX
Stratford,41.185355,-73.142286,Two Roads Brewing Co,6615,CT
Brooklyn,40.687502,-74.001313,Brew Crew Inc,11231,NY
Templeton,35.552622,-120.759315,Donati Family Vineyard,93465,CA
Eureka,40.802549,-124.174101,Lost Coast Brew House,95501,CA
Jacksonville,30.263432,-81.606521,Pepsi Beverages Co,32216,FL
Anderson,34.505955,-82.651024,Carolina Bauernhaus Ales,29625,SC
Fresno,36.774384,-119.97003,A Nonini Winery,93723,CA
Fresno,36.731679,-119.79332,West Valley Vineyard & Orchard,93721,CA
Fresno,36.763461,-119.844373,Singles Alcohol Beverage,93722,CA
Fresno,36.726585,-119.770685,Lyons Magnus,93702,CA
Turlock,37.48002,-120.85977,Sandude Brewing Co,95380,CA
Modesto,37.637141,-120.981724,Liberty Creek Wines,95354,CA
Turlock,37.507149,-120.882974,Dust Bowl Brewing Co,95380,CA
Turlock,37.502264,-120.831651,Stanislaus Brewing Co,95380,CA
Denver,39.71993776,-104.9876958,Trve Brewing Co.,80203,CO
Puyallup,47.115047,-122.290318,Ram Restaurant & Brewery,98374,WA
Riverside,34.004814,-117.34794,Inland Empire Brewing Company,92507,Canyon Crest
Williamsport,41.24027753,-77.05326727,Riepstine's Pub,17701,Center City
New York,40.7343,-73.99716,Brew Pr LLC,10011,NY
Rockville,39.093564,-77.134929,Baying Hound Aleworks,20850,MD
Holland,42.781932,-86.127282,Fireside Brewing,49423,MI
Muskegon,43.236056,-86.252512,Lakeshore Brewers Guild Inc,49440,MI
Ishpeming,46.491104,-87.668619,Cognition Brewing Co,49849,MI
Chicago,41.880795,-87.651821,Brew & Grow,60607,IL
Berrien Springs,41.943019,-86.435609,Cultivate Brewing Co,49103,MI
Sawyer,41.885306,-86.541528,Greenbush Brewing Co,49125,MI
Baroda,41.951626,-86.485526,Round Barn Brewery & Public House,49101,MI
Malibu,34.09383,-118.823864,Malibu Wines,90265,CA
Lahaina,20.88026521,-156.6781282,Maui Brewing Co. Brewery,96761,HI
Lancaster,37.76985,-76.46432,Lancaster Tavern,22503,Millenbeck
Brainerd,46.42286045,-94.36058521,Ernie's On Gull Lake,56401,Baxter
Texarkana,33.42144127,-94.04448583,Pecan Point Brewing Co,75501,Wake Village
Sheboygan,43.757225,-87.713166,Eigth Street Ale Haus,53081,WI
Union,40.688832,-74.298984,Total Wine & More,7083,Townley
Hood River,45.71046,-121.515005,Full Sail Brewing Co,97031,OR
Stillwater,45.05402,-92.805336,Joseph Wolf Brewery Cave Tours,55082,Oak Park Hts
Temecula,33.486077,-117.144504,Garage Brewing Co,92590,CA
San Diego,32.896501,-117.20267,Karl Strauss Brewing Co,92121,CA
Austin,30.21203,-97.73607,Independence Brewing Co,78744,Colton
Ogden,41.220731,-111.976246,Jasoh Prime Dining & Brew Pub,84401,Marriott-slaterville City
Salem,44.91617281,-123.0200552,Santiam Brewing Company,97302,OR
Jacksonville,30.267733,-81.522446,Total Wine & More,32246,FL
Columbus,39.991639,-83.048734,Gentile's Wine Sellers,43212,Marble Cliff
Frederick,39.44024859,-77.39884798,The Flying Barrel,21701,MD
Troutdale,45.538489,-122.40725,Mc Menamins Black Rabbit,97060,OR
Mcalister,48.00406,9.658348,Schussenrieder Brauerei,88427,NM
Los Angeles,34.075733,-118.344824,Susina Bakery (reported Closed),90036,Miracle Mile
Waterloo,42.49911934,-92.33467943,Jameson's Public House,50703,IA
Brewer,44.787407,-68.756508,State Farm,4412,ME
Kingston,35.870834,-84.51531,The New Brewery,37763,TN
Seattle,47.66365,-122.37703,Maritime Pacific Brewery,98107,WA
Portland,45.477162,-122.672816,Mcmenamins Fulton Pub & Brewery,97239,OR
Millers Falls,42.577934,-72.49471,Element Brewing Company,1349,MA
Atlanta,33.90807025,-84.38065049,5 Seasons Brewing,30342,Tuxedo
Langhorne,40.181324,-74.907262,Golden Beverage,19047,Upper Holland
Dunedin,27.987465,-82.69867,Crooked Thumb Brewery,34698,FL
Grass Valley,39.181608,-120.977766,Solune Winegrowers,95945,Alta Sierra
Knoxville,35.917178,-84.074059,Ferment Station Inc,37923,TN
Davenport,41.52140583,-90.56996857,Great River Brewery,52801,IA
Fiskdale,42.13974869,-72.10995309,Rapscallion Brewery,1518,MA
Paso Robles,35.664004,-120.625922,Treana Winery,93446,Heritage Rnch
Collierville,35.04387,-89.6846,Pepsi Beverages Co,38017,TN
Norfolk,36.885,-76.2965,Vitality Foodservice Inc,23508,VA
Indianapolis,39.777147,-86.161506,TwoDEEP Brewing Co.,46204,IN
Prattville,32.452847,-86.443911,Party Tyme Liquor & Wine,36067,AL
New Orleans,48.772976,9.172285,Sophie's Brauhaus,70178,LA
Monroe,44.450868,-92.282073,Minhas Craft Brewery,53566,WI
Rochester,44.044728,-92.510528,Lts Brewing Co,55901,MN
Seattle,47.69807,-122.3456,Lantern Brewing,98103,WA
Pocatello,42.894,-112.4514,Jamba Juice,83201,ID
Cumberland,39.6503,-78.771,Central Coca-Cola Bottling Co,21502,MD
Idaho Falls,43.4451,-112.0695,Busch Agricultural Resources,83402,ID
Marstons Mills,41.648,-70.4246,Cotuit Liquors,2648,MA
Lafayette,30.2003,-92.0763,Coca-Cola Bottling Co,70506,LA
Ocean City,38.3402,-75.0804,Backshore Brewing Co,21842,MD
Ocean City,38.3707,-75.0708,Assawoman Bay Brewing Co,21842,MD
Alpharetta,34.0959,-84.2793,Milton Tinting Co. Inc,30004,GA
Plymouth,41.949,-70.7114,Mayflower Brewing Co,2360,MA
Auburndale,28.05773,-81.81569,Brew Pop Brewery,33823,FL
Augusta,33.49227,-82.07903,Carolina Ale House,30909,GA
Covina,34.1062,-117.8811,Larios Meat Market,91722,CA
Mobile,30.68211,-88.10046,Midtown Pub,36606,AL
State College,40.81055304,-77.8290689,Happy Valley Brewing Company,16801,PA
Topeka,38.948,-95.6835,Coca-Cola Bottling Co.,66619,KS
Knoxville,35.9665,-83.92409,Balter Beerworks,37902,TN
Portland,43.65598,-70.25408,Portland Mash Tun,4101,ME
San Leandro,37.7118073,-122.1776581,21st Amendment Brewery,94577,CA
Huntsville,34.72250032,-86.60355774,Salty Nut Brewery,35805,AL
Aurora,39.700382,-104.79087,Launch Pad Brewery,80017,CO
Saratoga Springs,43.09076692,-73.7685585,Olde Saratoga Brewing Company,12866,NY
Chula Vista,32.63060682,-117.0869671,Project Pie,91910,CA
Savannah,32.08655605,-81.11168504,Southbound Brewing Company,31415,GA
Minneapolis,44.97323,-93.20976,Surly Brewing Company,55414,MN
Bellingham,48.760117,-122.464714,Kulshan Brewing Company,98225,WA
Savannah,32.1068,-81.2286,Coca-Cola Bottling Co.,31408,GA
Valdosta,30.8142,-83.3271,Coca-Cola Refreshments,31601,GA
Hamden,41.3497,-72.8927,"No Worries Brewing Company, LLC",6517,CT
Kerman,36.8212,-120.0861,Glen Emerald Winery,93630,CA
Jacksonville,30.3032,-81.7085,Keen Brewing Co,32205,FL
Saint James,38.0107,-91.604,Meramec Vineyards,65559,MO
Ithaca,42.414,-76.5337,Ithaca Beer Co,14850,NY
Canton,40.798,-81.4097,Maggiore's Drive Thru,44708,OH
Ithaca,42.4342,-76.4157,Kevin Brew,14850,NY
Farmingdale,40.7567,-73.4065,Kedco Wine Storage Systems,11735,NY
Fresno,36.731,-119.7885,Tigoa Sequoia Brewing Co,93721,CA
Reedley,36.5916,-119.4499,Royal Brewing Co,93654,CA
Fort Myers,26.6422,-81.8391,Pepsi Beverages Co,33916,FL
Decatur,33.7696,-84.2477,Tisha's Place Bar & Grill,30032,GA
West Palm Beach,26.6913,-80.079,Accomplice Brewery LLC,33409,FL
Yulee,30.6143,-81.6126,S J Brewing Co LLC,32097,FL
Indianapolis,39.875811,-86.083798,Great Fermentations,46220,IN
Longmont,40.0972,-105.1691,Bootstrap Brewing,80503,CO
San Francisco,37.7906227,-122.4037857,Topsy's Fun House,94108,CA
Perham,46.59385,-95.57232,Brew Ales & Eats,56573,MN
Irving,32.829119,-96.975166,Kroger,75061,TX
Marietta,33.93493,-84.55543,Camaleon Night Club & Restaurant,30008,GA
Burnsville,44.745846,-93.30369,Nutmeg Brewhouse,55306,MN
Durango,37.28,-107.8768,Animas Brewing Co,81301,CO
Saint James,38.01,-91.6085,St. James Winery,65559,MO
Marlboro,41.5929,-73.9812,Benmarl Wine Co,12542,NY
Santa Fe,35.5344,-105.894,Santa Fe Brewing Company Eldorado Taphouse,87508,NM
New Hartford,43.0734,-75.2877,Brewery Shop,13413,NY
Santa Fe,35.6382,-106.0136,Blue Corn Cafe & Brewery,87507,NM
Rome,43.2237,-75.4611,Stout Beard Brewing Co LLC,13440,NY
Mercer,41.321,-80.2313,Polar Bear INC,16137,PA
Hammondsport,42.4044,-77.2453,Pleasant Valley Wine Company,14840,NY
Anthony,31.9697,-106.6514,La Vina Winery,88021,NM
Binghamton,42.1047,-75.8884,Pepsi Bottling Group,13904,NY
Hammondsport,42.4423,-77.2075,Bully Hill Vineyards Inc,14840,NY
Corning,42.1417,-77.0486,Keuka Brewing Co LLC,14830,NY
Marlboro,41.6249,-73.9687,Kedem Winery Tasting Room,12542,NY
New Hartford,43.0703,-75.2976,Matt Brewing Co,13413,NY
Las Cruces,32.2781,-106.796,St. Clair Winery & Bistro,88005,NM
Egg Harbor Township,39.42,-74.6161,Stromfield Tuckahoe Brewing,8234,NJ
Troupsburg,42.0892,-77.5627,Tripend Brewing LLC,14885,NY
Fredonia,42.4564,-79.2726,Woodbury Vineyards,14063,NY
Branford,41.30292727,-72.76737107,DuVig Beer Brewing Co.,6405,CT
Stamford,41.0446,-73.5334,United States Beverage Llc,6902,CT
Cumming,34.1817,-84.2194,Cherry Street Brewing Co-Op,30040,GA
Saint Augustine,29.9123,-81.4154,Mile Marker Brewing,32092,FL
Windsor Locks,41.9247,-72.6695,Michell Brews LLC,6096,CT
Sanger,36.6739,-119.4564,Nordman Of California,93657,CA
Boerne,29.789663,-98.72595012,Dodging Duck Brewhaus,78006,TX
Griffith,41.523033,-87.416245,Wildrose Brewing,46319,IN
Highwood,42.201813,-87.81007,Tap House Grill,60040,IL
Racine,42.7296,-87.7808,Reefpoint Brewhouse,53403,WI
Athens,33.95890331,-83.37680519,Copper Creek Brewing Co.,30601,GA
Douglas,42.632538,-86.212425,Saugatuck Brewing Company,49406,MI
Torrance,33.84315,-118.3379,Absolution Brewing Company,90503,CA
San Diego,32.7913,-117.2544,Amplified Ale Works,92109,CA
Kansas City,39.0912,-94.5789,Brewery Emperial,64108,MO
Woodinville,47.733883,-122.152035,Columbia Winery,98072,WA
Escondido,33.1125,-117.1024,BevMo!,92029,CA
Fairfield,38.258827,-122.05986,Fuddruckers,94533,CA
San Antonio,29.427,-98.4793,Joseph E Coffee Cold Brewery,78202,TX
Newberg,45.3548,-123.0758,Redman Vineyard & Winery,97132,OR
New Braunfels,29.703,-98.1266,New Braunfels Brewing Co,78130,TX
Greenville,34.8732,-82.3279,America's Pub & Grub,29615,SC
Houston,29.7679,-95.3772,Brewery Bar,77007,TX
Dallas,32.8185,-96.8533,Anheuser-Busch Inc,75235,TX
Austin,30.264,-97.7447,Anheuser-Busch Inc,78701,TX
Iowa Park,33.9663,-98.6147,Wichita Homebrew Supply,76367,TX
Del Valle,30.2218,-97.6627,Live Oak Brewing Co LLC,78617,TX
Austin,30.3839,-97.6609,Weird City Brewing,78753,TX
Austin,30.4566,-97.6704,Dr Pepper Snapple Group,78728,TX
Washougal,45.5783,-122.3488,Riverdogs LLC,98671,WA
Salem,44.9026,-123.1007,Down To Earth Brewery LLC,97302,OR
Eugene,44.0567,-123.0865,Cold Fire Brewing,97401,OR
Spring,30.078,-95.4204,Red River Winery,77373,TX
Mcallen,26.2379,-98.2115,London Grill Tavern,78504,TX
Portland,45.5163,-122.6556,Schilling Cider House Portland,97214,OR
Eugene,44.0573,-123.1031,Oakshire Brewing,97402,OR
Knoxville,35.9496,-83.8365,Pepsi-Cola Co,37914,TN
Montgomery,30.3394,-95.5513,B-52 Brewing,77356,TX
Austin,30.3969,-97.7437,Western Beverages,78759,TX
Wichita,37.6399,-97.3168,Dr Pepper Snapple Group,67216,KS
Warsaw,41.2384,-85.8556,Ferrin's Fruit Winery Llc,46580,IN
Old Orchard Beach,43.51399,-70.3876,Shelly's,4064,ME
Diberville,30.43541,-88.91151,Irish Coast Pub,39540,MS
Titusville,28.5767,-80.8044,Patty O's 19Th Hole,32780,FL
Attleboro Falls,41.96909,-71.30221,Barrett's Ale House,2763,MA
Hallowell,44.28259,-69.79152,Brews N Views,4347,ME
Torrance,33.8361,-118.3166,Red Car,90501,CA
Corvallis,44.564926,-123.25903,Sky High Brewing,97330,OR
Mountain Top,41.159683,-75.888054,Kings Restaurant,18707,PA
Santa Cruz,36.967358,-122.008255,Seabright Brewery,95062,CA
Clearwater,28.01941,-82.740974,Buster's Cocktail Lounge,33763,FL
Springfield,44.0829,-123.0399,McKenzie River Brewing Co LLC,97477,OR
Portland,45.508,-122.6586,Nosh On Seventh,97214,OR
Austin,30.238,-97.7394,Kamala Brewing,78704,TX
Houston,29.9341,-95.6089,Brew 30 LLC,77065,TX
Portland,45.4974,-122.5344,Papa-Son's Bar,97236,OR
Dundee,45.2954,-123.0495,Lange Estate Winery,97115,OR
Austin,30.2115,-97.7311,Chaparral Distributing Llc,78744,TX
Fort Worth,32.9099,-97.316,BJ'S Restaurant & Brewhouse,76177,TX
Marble Falls,30.4816,-98.0452,Flat Creek Estate,78654,TX
Portland,45.58663483,-122.592364,Laurelwood Public House & Brewery,97218,OR
Rockville,39.08524585,-77.15102792,Gordon Biersch,20850,MD
Houston,29.903092,-95.312838,Kroger,77039,TX
Woodside,40.760265,-73.907585,The Brewery Bar & Kitchen,11377,NY
Lombard,41.8603,-88.0134,Noon Whistle Brewing,60148,IL
Hull,42.2916,-70.8819,Sea Dog Brew Pub,2045,MA
Chicago,41.8499,-87.6233,Broad Shoulders Brewery,60616,IL
Munster,41.544,-87.5107,Pepsi Beverages Co.,46321,IN
Bush,30.6299,-90.0164,Pontchartrain Vineyards,70431,LA
Dayton,39.832,-84.1832,Belton Foods Inc,45414,OH
Fairborn,39.8232,-83.9455,Geer Gas Corp,45324,OH
Williamston,42.6872,-84.3032,Old Nation Brewing Co,48895,MI
Xenia,39.6506,-83.8289,Caesar Creek Vineyards Llc,45385,OH
Canandaigua,42.88579131,-77.27969885,Canandaigua Brew Co,14424,NY
Fresno,36.87199916,-119.763055,Sequoia Brewing Company,93720,CA
Seattle,47.59157826,-122.3343515,Pyramid Alehouse,98134,WA
Schaumburg,42.04496,-88.04216,Granite City Food and Brewery,60173,IL
Austin,30.2635,-97.6961,Austin Eastciders,78702,TX
Austin,30.314,-97.6855,Bike & Brew Atx,78723,TX
Austin,30.3872,-97.7169,Coca Cola Svc Dept,78758,TX
Austin,30.2867,-97.7093,Texas Crystal Water Co,78722,TX
Haltom City,32.7819,-97.2703,Texas Brewing Inc.,76117,TX
Saint Louis,38.6338,-90.2375,Pappo's Brew Co,63108,MO
Philadelphia,39.9851,-75.1076,Philadelphia Wine Co.,19134,PA
Chicago,41.9799,-87.6814,Half Acre Beer Co,60625,IL
Morris,41.3576,-88.4247,Clayton's Tap,60450,IL
Saint Paul,44.9085,-93.154,Flat Earth Brewing Co,55116,MN
Elk Grove Village,42.0298,-87.9675,Mikerphone Brewing LLC,60007,IL
Maryland Heights,38.7146,-90.4316,Six Mile Bridge,63043,MO
Gresham,45.49994,-122.43068,The Hoppy Brewer,97030,OR
Poway,32.94044,-117.03436,Cellar 3,92064,CA
Frederick,39.3627,-77.42645,Flying Dog Brewery,21703,MD
Edmond,35.6668,-97.495,Bricktown Brewery,73003,OK
Hackensack,40.9046,-74.0403,Alementary Limited Liability Company,7601,NJ
North Bergen,40.7692,-74.0445,Nj Beer Co,7047,NJ
Albuquerque,35.13991,-106.60008,Chama River Brewing Company,87109,NM
Tempe,33.42344478,-111.9412075,Pedal Haus Brewery,85281,AZ
Tacoma,47.214905,-122.46764,BJ's Restaurant and Brewhouse,98409,WA
Milwaukee,43.03351,-87.9097,Milwaukee Ale House,53202,WI
