,City,Latitude,Longitude,Name,PostalCode,State
1025,San Diego,32.7099,-117.1563,Ocean Brew LLC,92101,CA
1026,Hidalgo,26.0975,-98.2709,Pepsi Beverages Co,78557,TX
1027,Richmond,37.9219,-122.3474,Armistice Brewing Co,94804,CA
1028,Santa Monica,34.0245,-118.5007,Perfect Beverage,90403,CA
1029,Seattle,47.5507,-122.2774,Spinnaker Bay Brewing,98118,WA
1030,Calistoga,38.5525,-122.6476,Hans Fahden Wineries,94515,CA
1031,Birmingham,33.4589,-86.841,Buffalo Rock Co,35209,AL
1032,Camino,38.7488,-120.672,El Dorado Brewing Co,95709,CA
1033,Littleton,39.549,-105.035,Grist Brewing Company,80129,CO
1034,Los Angeles,34.0009,-118.4168,Basquiat Wine Co Inc,90066,CA
1035,Novato,38.0684,-122.5334,Indian Valley Brewing LLC,94949,CA
1036,Creston,35.5242,-120.4529,Graves Winegrowers Inc,93432,CA
1037,San Luis Obispo,35.2802,-120.6633,Barrelhause Brewery,93401,CA
1038,Denver,39.6925,-104.8905,Copper Kettle Brewing Co,80247,CO
1039,Lake Elsinore,33.6585,-117.2601,Heavythrottle Brewing Co,92532,CA
1040,Beaumont,33.9449,-117.0154,Middle Fork Brew Works,92223,CA
1041,Corpus Christi,27.7124,-97.3803,BJ'S Restaurant & Brewhouse,78411,TX
1042,Oakland,37.7299,-122.2003,Hunters Point Brewery,94621,CA
1043,Lusby,38.3532,-76.4597,Solomon's Island Winery,20657,MD
1044,Seattle,47.5608,-122.3857,The Beer Junction,98116,WA
1045,Lindon,40.3363,-111.7497,Crio INC,84042,UT
1046,Torrance,33.8713,-118.3352,Craft 2 Draft LLC,90504,CA
1047,Napa,38.2598,-122.272,Mi Sueno Winery,94558,CA
1048,Carlsbad,33.122,-117.2852,Barritus Brewery,92008,CA
1049,Portland,45.58934,-122.76146,Occidental Brewing Company,97203,OR
1050,Boise,43.63263,-116.27551,Sockeye Grill And Brewery,83704,ID
1051,Houston,29.74268185,-95.4078197,The Phoenix on Westheimer,77098,TX
1052,Overland Park,38.99256,-94.68902,Birdie's Pub & Grill,66204,KS
1053,Tucson,32.1853469,-110.9118319,Ten Fifty-Five Brewing,85713,AZ
1054,Huntington Beach,33.7268,-117.9885,Total Wine & More,92647,CA
1055,Arlington Heights,42.11571,-87.98264,JD's Q & Brew,60004,IL
1056,Tucson,32.24657,-110.993147,1912 Brewing Company,85745,AZ
1057,Madison,34.685158,-86.739,Blue Pants Brewery,35758,AL
1058,Philadelphia,40.06289884,-75.19287586,Brewer's Outlet,19119,PA
1059,Austin,30.3910622,-97.73859814,North By Northwest (NXNW),78759,TX
1060,Glendale,34.146404,-118.255104,BJ's Restaurant and Brewhouse,91203,CA
1061,Phoenix,33.47132,-112.02988,Wren House Brewing Company,85008,AZ
1062,Appleton,44.26815944,-88.472085,Fox River Brewing Company,54913,WI
1063,Green Bay,44.51894,-88.01963,Copper State Brewing Co,54303,WI
1064,Corvallis,44.58356,-123.27368,Ontario Brew Supply,97330,OR
1065,Corvallis,44.56483,-123.2591,Corvegas Inc,97330,OR
1066,Davis,38.54458,-121.7395,Three Mile Brewing Co,95616,CA
1067,Salt Lake City,40.6812,-112.0335,Cir Tran Media,84128,UT
1068,Park City,40.661,-111.5029,Shades Of Pale Brewery Co,84060,UT
1069,Ruther Glen,38.0181,-77.5152,Rusty Beaver Brewery,22546,VA
1070,Richmond,37.5637,-77.4603,Hardywood Park Craft Brewery,23220,VA
1071,Arcata,40.86404,-124.04221,Humboldt Brews,95521,CA
1072,Salt Lake City,40.7609,-111.8899,The Green Pig Pub,84111,UT
1073,Las Vegas,36.174527,-115.144582,"Main Street Station Casino, Brewery & Hotel",89101,NV
1074,Bellaire,44.97627,-85.21036,Short's Brewing Company,49615,MI
1075,Royal Oak,42.48738,-83.14246,The Royal Oak Brewery,48067,MI
1076,Rochester,43.1561,-77.5795,Three Heads Brewing,14607,NY
1077,Seattle,47.66479,-122.36913,Lucky Envelope Brewing,98107,WA
1078,Seattle,47.6639,-122.37703,Peddler Brewing Company,98107,WA
1079,Portland,45.52256821,-122.6780131,Tugboat Brewing Co.,97205,OR
1080,Austin,30.26222828,-97.76138281,Uncle Billy's Brew & Que,78704,TX
1081,Tucson,32.225517,-110.97023,Borderlands Brewing Company,85701,AZ
1082,Fresno,36.72707,-119.79066,Full Circle Brewing Co.,93706,CA
1083,Westlake,41.4573,-81.9495,Woodbury Vineyards,44145,OH
1084,Kennett Square,39.85236,-75.69803,Waywood Beverage,19348,PA
1085,Gainesville,29.62488,-82.38912,Swamp Head Brewery,32608,FL
1086,Boynton Beach,26.53532,-80.09047,Total Wine More,33426,FL
1087,Wilmington,39.73203,-75.66698,Total Wine More,19808,DE
1088,North Palm Beach,26.8291,-80.0948,Attitude Drink Co Inc,33408,FL
1089,Oak Park,34.1795,-118.7851,Nepal Brew LLC,91377,CA
1090,Ventura,34.2655,-119.2667,Ventura Coastal Corp,93001,CA
1091,Jupiter,26.94087,-80.09486,Miller's Jupiter Ale House,33458,FL
1092,Anaheim,33.8059,-117.8978,D-Best Dispensers,92805,CA
1093,San Pedro,33.7386,-118.2842,San Pedro Brewing Co,90731,CA
1094,Los Olivos,34.6651,-120.1146,Prodigal Wines,93441,CA
1095,Tampa,27.9826,-82.4586,Cold Storage Craft Brewery,33603,FL
1096,Healdsburg,38.659,-122.797,Johnson's Alexander Valley Wines,95448,CA
1097,Los Angeles,33.9956,-118.134,Gold Coast Ingredients Inc,90040,CA
1098,Calistoga,38.6211,-122.5879,Jericho Canyon Vineyard,94515,CA
1099,Martinez,38.0173,-122.1368,Brewing Network,94553,CA
1100,Saint Helena,38.5245,-122.5508,Vineyard 7 & 8,94574,CA
1101,Chandler,33.2984,-111.9535,Axiom Brewing Co,85226,AZ
1102,Denver,39.6995,-105.0012,Chain Reaction Brewing Co,80223,CO
1103,Elk Grove,38.4001,-121.357,Waterman Brewing Co LLC,95624,CA
1104,Santa Ynez,34.6567,-120.0829,Bridlewood Winery,93460,CA
1105,Santa Rosa,38.4566,-122.7629,Third Bay Brewing Co,95403,CA
1106,Boulder,40.0632,-105.2797,Upslope Brewing Co,80304,CO
1107,La Mirada,33.8735,-118.0249,Shasta Beverages Inc,90638,CA
1108,Santa Ynez,34.6132,-120.0811,Artiste Wines Llc,93460,CA
1109,Clarksburg,38.3909,-121.5395,Bogle Vineyards,95612,CA
1110,Arvada,39.7995,-105.0825,New Image Brewing Co,80002,CO
1111,Healdsburg,38.6077,-122.867,Selby Winery,95448,CA
1112,Placerville,38.7257,-120.8365,Placerville Brewing Co Llc,95667,CA
1113,Denver,39.7203,-105.0194,Colorado Cider Co,80219,CO
1114,La Puente,34.0601,-117.9864,Coca-Cola Enterprises Inc,91746,CA
1115,Dunedin,28.0082,-82.7741,611 Sia-Aon Deug Brewery LLC,34698,FL
1116,Boulder,40.0261,-105.2484,Rockies Brewing Co,80301,CO
1117,Peyton,38.9421,-104.6043,Jak's Brewing Co,80831,CO
1118,Napa,38.4355,-122.3514,Paraduxx,94558,CA
1119,Napa,38.2196,-122.2696,Foster's Wine Estates,94558,CA
1120,Phoenix,33.4713,-112.0299,Wren House Brewing Co,85008,AZ
1121,Brandon,27.922946,-82.325757,Total Wine & More,33511,FL
1122,Fishers,39.928238,-86.02452,Sun King Tap Room and Small-Batch Brewery,46037,IN
1123,Avon,39.6355,-106.5375,Joe's Liquors,81620,CO
1124,Elgin,31.6604,-110.5351,Callaghan Vineyards,85611,AZ
1125,Rutherford,38.4646,-122.4227,Galleron Signature Wines,94573,CA
1126,Berlin,38.33382001,-75.21692541,Burley Oak Brewing Company,21811,MD
1127,Morro Bay,35.365795,-120.853485,Libertine Pub,93442,CA
1128,Napa,38.3009,-122.2824,Mason Cellars,94559,CA
1129,Louisville,39.977,-105.1292,Gravity Brewing,80027,CO
1130,Denver,39.8093,-104.9707,Anheuser-Busch Co,80216,CO
1131,Scottsdale,33.6196,-111.9035,Brew Your Own Brew LLC,85260,AZ
1132,Golden,39.7566,-105.2192,Coors Brewery Tour,80401,CO
1133,Boulder,40.0735,-105.2037,Boulder Creek Winery,80301,CO
1134,Boulder,40.0768,-105.1931,Kettle,80301,CO
1135,Louisville,39.9687,-105.1496,Gravity Brewing LLC,80027,CO
1136,Boulder,40.0148,-105.219,Avery Brewing Co,80303,CO
1137,Lexington,38.0594455,-84.49198723,West Sixth Brewing Company,40508,KY
1138,Miami,25.6399,-80.4437,Rolling Jet Brewing Co LLC,33196,FL
1139,San Diego,32.7554,-117.1289,San Diego Brewing Co,92104,CA
1140,Denver,39.7584,-104.9894,Spruce Tap House,80205,CO
1141,Lake Worth,26.6081,-80.1443,S B Food & Discount Beverages,33463,FL
1142,San Luis Obispo,35.2793,-120.664,Slo Brew,93401,CA
1143,Solvang,34.6136,-120.1927,Casa Cassara Winery,93463,CA
1144,Lompoc,34.6425,-120.439,Palmina,93436,CA
1145,Kenwood,38.4157,-122.548,S L Cellars Tasting Room,95452,CA
1146,Canton,35.5313,-82.8418,Papertown Brew & Que,28716,NC
1147,Browns Summit,36.1711,-79.7321,Fuji Foods Corp,27214,NC
1148,Wilmington,34.2263,-77.9489,Waterline Brewing Company LLC,28401,NC
1149,Elkin,36.2804,-80.8763,Elkin Creek Vineyard,28621,NC
1150,Vicksburg,32.2441,-90.9217,Vicksburg Medical Supply,39180,MS
1151,Charlotte,35.2267,-80.9095,Superior Products Co,28208,NC
1152,Bangor,40.86605,-75.20488,Bangor Trust Brewing,18013,PA
1153,Wilmington,39.780732,-75.599421,BBC Tavern and Grill,19807,DE
1154,Durham,36.0013,-78.9115,Storm Clouds Brewing LLC,27701,NC
1155,Carrboro,35.9097,-79.0727,Steel String Craft Brewery,27510,NC
1156,Whitsett,36.0613,-79.5695,Red Oak Brewery,27377,NC
1157,Mocksville,35.9682,-80.4983,Raylen Vineyards And Winery,27028,NC
1158,Ormond Beach,29.274775,-81.06103,Ormond  Brewing Company,32174,FL
1159,Wallingford,41.435742,-72.763876,Gouveia Vineyards,6492,CT
1160,Garden City,43.65657,-116.30238,Powderhaus Brewing Company,83714,ID
1161,Kansas City,38.98548,-94.59375,Kansas City Bier Company,64114,MO
1162,Houston,29.748711,-95.500832,Kroger,77057,TX
1163,Richmond,37.565304,-77.47113,Black Heath Meadery,23230,VA
1164,Indianapolis,39.76432,-86.14618,Metazoa Brewing Company,46202,IN
1165,Boca Raton,26.3717,-80.0755,Celsius Holdings INC,33431,FL
1166,Ventura,34.2578,-119.2311,Surf Brewery LLC,93003,CA
1167,Ewa Beach,21.3183,-158.0325,Royal Brew LLC,96706,HI
1168,Boynton Beach,26.5167,-80.1417,Comeback Brewing Inc,33437,FL
1169,Fairfield,38.2667,-122.1283,Suisun Valley Winery,94534,CA
1170,Honolulu,21.2921,-157.8219,Masao Lab Hi,96826,HI
1171,Fort Collins,40.5893,-105.0585,Gravity Ten Twenty,80524,CO
1172,San Luis Obispo,35.2069,-120.6084,Piedra Creek Winery,93401,CA
1173,Wheeling,42.15132229,-87.91419025,Ram Restaurant & Brewery,60090,IL
1174,Tampa,27.9319,-82.4796,Abita Brewing Co,33606,FL
1175,Colorado Springs,38.8361,-104.7621,Kraft Beers,80909,CO
1176,Orlando,28.4511,-81.36,Wylie's Pub LLC,32809,FL
1177,Tampa,27.9963,-82.4775,Blondie's,33603,FL
1178,Tampa,27.9589,-82.4463,Tampa Florida Brewing LTD,33605,FL
1179,San Luis Obispo,35.2002,-120.5711,Chamisal Vineyards,93401,CA
1180,Tucson,32.3355,-111.0574,Button Brew House,85741,AZ
1181,Longmont,40.1528,-105.1136,Front Range Hop Co,80501,CO
1182,Scottsdale,33.6236,-111.9163,Bear Brewing Company,85260,AZ
1183,Tampa,27.9563,-82.43,Coppertail Brewing Co,33605,FL
1184,Loveland,40.4082,-105.1384,Buckhorn Brewers LLC,80537,CO
1185,Placerville,38.6896,-120.7356,Chateau Rodin Winery,95667,CA
1186,Orlando,28.3693,-81.4277,Wishes Brew Tea House,32837,FL
1187,Napa,38.3718,-122.4148,Wing Canyon Vineyard,94558,CA
1188,Napa,38.2243,-122.2568,Napa Smith Brewery & Winery,94558,CA
1189,Fort Collins,40.6169,-105.0019,Ab Fort Collins Brewery,80524,CO
1190,Acampo,38.1522,-121.2613,California Concentrate Co,95220,CA
1191,Somerset,38.6003,-120.6568,Chalet Fleur De Lys,95684,CA
1192,Eustis,28.8735,-81.7223,Lakeview Brewery & Bistro Inc,32726,FL
1193,Miami,25.9504,-80.148,Bob Loblaw Brewing Co LLC,33179,FL
1194,Woodland Park,38.9939,-105.0593,Brewing Science Institute INC,80863,CO
1195,Denver,39.7585,-104.9891,River North Brewery,80205,CO
1196,Denver,39.7419,-104.9881,Molson Coors Brewing Co,80202,CO
1197,Wesley Chapel,28.1743,-82.3316,Two Branch Brewing LLC,33543,FL
1198,Fort Collins,40.5233,-105.0789,Zwei Bruder Brewing,80525,CO
1199,Saratoga,37.2767,-122.0372,Kathryn Kennedy Winery,95070,CA
1200,Paso Robles,35.5865,-120.7099,Doce Robles Winery,93446,CA
1201,Lodi,38.0885,-121.2403,Kautz Family Vineyards Sls Ofc,95240,CA
1202,Albany,31.5863,-84.0839,Miller Coors Llc,31705,GA
1203,Chattanooga,35.0499,-85.3101,Double-Cola Co-Usa,37402,TN
1204,Fort Myers,26.4875,-81.7902,House Of Brewz,33913,FL
1205,Bonita Springs,26.3315,-81.7898,Momentum Brewhouse,34135,FL
1206,Chula Vista,32.603462,-117.083091,Food 4 Less,91911,CA
1207,Columbus,39.20251003,-85.92170119,Powerhouse Brewing Company,47201,IN
1208,Missoula,46.9054,-114.047,Highlander Beer - Missoula Brewing Co,59808,MT
1209,Hope Mills,34.993,-78.9208,Dirtbag Ales,28348,NC
1210,Morganton,35.7476,-81.6908,Fonta Flora Brewery,28655,NC
1211,Rose Hill,34.8388,-78.0287,Carolina Winery,28458,NC
1212,Belgrade,45.7898,-111.2335,Dog Tag Brewing LLC,59714,MT
1213,Belfast,44.4274,-69.0059,Rollie's Bar & Grill,4915,ME
1214,Southern Pines,35.1682,-79.4005,The Sly Fox,28387,NC
1215,Columbia,38.9573,-92.3225,Logboat Brewery,65201,MO
1216,Big Sky,45.2668,-111.2912,Lone Peak Brewery,59716,MT
1217,La Crosse,43.8025,-91.253,Linder's At the Brewery,54601,WI
1218,Grand Island,40.9261,-98.3393,Chicken Coop Inc,68801,NE
1219,Billings,45.7443,-108.5925,Canyon Creek Brewing,59102,MT
1220,Missoula,46.878,-113.9949,Kettlehouse Brewing Co,59802,MT
1221,Billings,45.7808,-108.5082,Thirsty Street Brewing Co,59101,MT
1222,Bozeman,45.6636,-111.0531,Bunkhouse Brewery,59715,MT
1223,Hickory,35.7212,-81.3872,Amos Howard's Restaurant,28602,NC
1224,Ty Ty,31.4791,-83.6814,Soda Pop Stop,31795,GA
1225,Jacksonville,30.3465,-81.7137,Coca-Cola Refreshments Jaw,32254,FL
1226,Melbourne,28.0707,-80.6012,Indian River Beverage Corp,32901,FL
1227,Melbourne,28.1298,-80.629,Intracoastal Brewing Co,32935,FL
1228,Fort Lauderdale,26.1391,-80.1353,Khoffner USA Inc,33304,FL
1229,Port Saint Lucie,27.33,-80.4086,Hop Life Brewing Co,34986,FL
1230,Chattanooga,35.0522,-85.3045,Squareone Holding Company,37403,TN
1231,Fort Lauderdale,26.1235,-80.1208,3 Bean Brew LLC,33301,FL
1232,Fort Lauderdale,26.1873,-80.1549,Venetian Restaurant,33309,FL
1233,Conway,33.83244639,-79.0452852,Fats at the Warehouse,29526,SC
1234,Reading,40.335606,-75.95019,Chatty Monks Brewing Company,19611,PA
1235,Vineland,39.51224,-74.97179,MVP Sports Bar,8360,NJ
1236,Minneapolis,44.8936,-93.28762,Northern Brewer,55419,MN
1237,Saint Charles,38.73777,-90.62344,Exit 6 Brewery,63304,MO
1238,Claymont,39.79829,-75.46358,Yetter's Liquors,19703,DE
1239,Asbury Park,40.23636,-74.04447,Kane Brewing,7712,NJ
1240,Solvang,34.628175,-120.114341,Rideau Vineyard,93463,CA
1241,Rosholt,44.6293,-89.3094,Kozy Yak,54473,WI
1242,Waterford,39.1897,-77.6721,Loudoun Valley Vineyards-Wnry,20197,VA
1243,Birmingham,33.5146,-86.7938,Cahaba Brewing Co,35233,AL
1244,Purcellville,39.1435,-77.7129,Corcoran Brewing,20132,VA
1245,Birmingham,33.5044,-86.8146,Ghost Train Brewing Co,35233,AL
1246,Chippewa Falls,44.9448,-91.3968,Jacob Leinenkugel Brewing Co,54729,WI
1247,Upper Marlboro,38.8165,-76.751,DD'S Coffee House,20772,MD
1248,Wausau,44.9587,-89.6229,Red Eye Brewing Co,54403,WI
1249,Huntsville,34.7464,-86.5849,Mad Malts,35801,AL
1250,Purcellville,39.1387,-77.7163,Jacks Run Brewing Co,20132,VA
1251,Morgantown,39.6272,-79.9507,Chestnut Brew Works,26501,WV
1252,Gillette,44.2931,-105.5009,Jack's Drive-In Liquor,82716,WY
1253,Mentor,41.672,-81.3265,World Wines & Liquor,44060,OH
1254,Waconia,44.84318145,-93.74558687,Schram Vineyards,55387,MN
1255,Ava,37.8757,-89.4309,Stratch Brewing Co,62907,IL
1256,Lemont,41.67558,-87.9976,Pollyanna Brewing Company,60439,IL
1257,Cedar Rapids,41.9767,-91.6649,Backpocket Brew Pub,52401,IA
1258,Marion,42.0778,-91.5907,Brewing Hobbyist LLC,52302,IA
1259,Napa,38.3557,-122.2872,Reynolds Family Winery,94558,CA
1260,Akron,41.0257,-81.3936,Country Store,44312,OH
1261,Columbus,39.9414,-83.0733,Four String Brewing,43204,OH
1262,New Carlisle,39.8906,-84.0474,J & R Drive Thru,45344,OH
1263,Wauconda,42.26054,-88.1429,Side Lot Brewery,60084,IL
1264,Akron,41.0689,-81.5175,Aqueduct Brewery,44311,OH
1265,Port Clinton,41.5174,-82.8915,Catawba Island Brewing Co,43452,OH
1266,Youngstown,41.102,-80.6502,Rust Belt Brewing Co,44503,OH
1267,Edmond,35.6206,-97.5098,Battered Boar Brewing Co,73013,OK
1268,Fort Collins,40.56541,-105.07719,The Perfect Pour,80525,CO
1269,Mount Victory,40.4996,-83.4356,Ravenworks,43340,OH
1270,Columbus,39.9048,-82.9327,Coca-Cola Co,43207,OH
1271,Columbus,39.9811,-82.8733,Glazer's Of Ohio,43213,OH
1272,Luther,35.7489,-97.1665,Tres Suenos,73054,OK
1273,Canton,40.7929,-81.4443,Maggiore's Drive Thru,44708,OH
1274,Lancaster,39.7474,-82.7095,Rockmill Brewing Co,43130,OH
1275,Saint Louis,38.63789,-90.22583,Urban Chestnut Brewing Co.,63103,MO
1276,North Canton,40.88663,-81.42377,Scenic Brewing Co,44720,OH
1277,Chatham,42.36342316,-73.59532381,Chatham Brewing,12037,NY
1278,Saint Helena,38.51983231,-122.4903595,Ballentine Vineyards,94574,CA
1279,Alpharetta,34.08836,-84.24685,Jekyll Brewing,30005,GA
1280,Cumming,34.18216296,-84.21889201,Cherry Street Brewing Cooperative,30040,GA
1281,Newnan,33.3541,-84.79053,U S Beverage Inc,30263,GA
1282,Azusa,34.1324463,-117.9077911,Congregation,91702,CA
1283,Crystal River,28.89474,-82.58748,Copp Winery & Brewery,34429,FL
1284,Beckley,37.770869,-81.196636,Zupa's LLC,25801,WV
1285,North Palm Beach,26.843,-80.0623,Twisted Trunk Brewing Co,33408,FL
1286,Fresno,36.7573,-119.6982,E & J Gallo Winery,93727,CA
1287,Windsor,41.8324,-72.6575,Pennies A Brew LLC,6095,CT
1288,Smyrna,33.8429,-84.5687,New Belgium Brewing Co Inc,30082,GA
1289,Clovis,36.8272,-119.6895,Zone 9 Brewing Co,93611,CA
1290,Horseheads,42.1468,-76.8071,Elmira Coca-Cola Bottling Co,14845,NY
1291,Thibodaux,29.785,-90.8287,Coca-Cola,70301,LA
1292,Hagerstown,39.6456,-77.7537,Coca-Cola Enterprises Inc,21740,MD
1293,Absecon,39.4955,-74.4606,Tomasello Winery,8205,NJ
1294,Ocean City,39.2877,-74.5655,O C Brewery,8226,NJ
1295,Oneonta,42.4544,-75.0602,McBrew Co One LLC,13820,NY
1296,Statesville,35.7894,-80.9247,Star Milling Co,28677,NC
1297,Santa Fe,35.6824,-105.9448,Marble Tap Room,87501,NM
1298,Vineland,39.4775,-75.0259,Vineland Syrup Inc,8360,NJ
1299,Norfolk,42.0558,-97.4227,Dr Pepper-7-Up Bottling Group,68701,NE
1300,Ithaca,42.47,-76.5499,Eve's Cidery,14850,NY
1301,Hammonton,39.6376,-74.8106,Eastern Brewing Corp,8037,NJ
1302,Falconer,42.1341,-79.1774,Coca-Cola Co,14733,NY
1303,Cape May Court House,39.1282,-74.8576,Natali Vineyards Llc,8210,NJ
1304,Exton,40.02997223,-75.63018322,The Pour House,19341,PA
1305,Noblesville,40.045274,-86.015334,Barley Island Brewing Company,46060,IN
1306,Bellingham,48.75428,-122.47397,Wander Brewing,98225,WA
1307,Huntington Beach,33.715226,-118.0255,Mr. Kegs,92649,CA
1308,Buffalo Grove,42.17528,-87.93199,Connoisseur Encounters,60089,IL
1309,Mount Vernon,48.40566,-122.33563,Valhalla Brewing Supplies,98273,WA
1310,Eau Claire,44.78698,-91.46397,Cap-N-Corks,54701,WI
1311,North Canton,40.87499,-81.43277,BJ's Restaurant & Brewhouse,44720,OH
1312,South Bend,41.67443,-86.24983,South Bend Brew Werks,46601,IN
1313,Black River Falls,44.29437,-90.84177,Buzz Brew Shop,54615,WI
1314,Salt Lake City,40.78777957,-111.981411,Squatters Pub Brewery,84116,UT
1315,Portland,45.4874,-122.74751,McMenamins Raleigh Hills Pub,97225,OR
1316,Blacksburg,37.23469,-80.46397,Rising Silo Brewery,24060,VA
1317,Saint Helena,38.49009063,-122.4354963,Kelham Vineyards,94574,CA
1318,Elkhart,41.6822646,-85.97082585,New Paradigm Brewing Company,46516,IN
1319,Green Bay,44.51025,-88.01675,Captain's Walk Winery,54301,WI
1320,Barrington,42.156,-88.13956,Flesk Brewing,60010,IL
1321,Tulsa,36.1414,-95.9065,Frozen Drink Equipment & Supls,74112,OK
1322,Put In Bay,41.6541,-82.8136,Lion Hill Wines,43456,OH
1323,Sarasota,27.3231,-82.4486,Big Top Brewing,34232,FL
1324,Junction City,44.2184,-123.2006,Dari Mart,97448,OR
1325,Brea,33.9083,-117.861,Silent Monk Brewing,92821,CA
1326,Lafayette,39.9853,-105.0964,Odd13 Brewing Inc,80026,CO
1327,Costa Mesa,33.69,-117.8929,Karl Strauss Brewery & Rstrnts,92626,CA
1328,Orlando,28.5762,-81.3883,Digital Brew,32804,FL
1329,Chandler,33.3199,-111.9262,Hop Central Brewery & Taproom,85226,AZ
1330,Miami,25.7959,-80.3264,Biscayne Bay Brewing Co,33122,FL
1331,Asheville,35.574,-82.5263,Cursus Brewery,28803,NC
1332,Durham,36.002,-78.9333,Devils Krafthouse,27708,NC
1333,Napa,38.357122,-122.309137,Monticello Vineyards - Corley Family Napa Valley,94558,CA
1334,Spokane,47.66272,-117.39383,No-Li Brewhouse,99202,WA
1335,Paso Robles,35.6277,-120.6161,Penman Springs Vineyard,93446,CA
1336,Mililani,21.46708556,-158.0021787,Taps & Apps,96789,HI
1337,Plainfield,39.67437,-86.373,Black Swan Brewpub,46168,IN
1338,Washington,38.88769,-76.99568,Hayden's Liquor Store,20003,DC
1339,Tacoma,47.240946,-122.427718,Wingman Brewers,98421,WA
1340,San Francisco,37.762367,-122.419583,Southpaw BBQ,94110,CA
1341,San Diego,32.7252,-117.1688,Bolt Brewery,92101,CA
1342,Savannah,32.08408355,-81.09817743,Service Brewing Co,31401,GA
1343,Traverse City,44.759823,-85.6196,Rare Bird Brewpub,49684,MI
1344,Suttons Bay,44.88848,-85.66102,Shady Lane Cellars,49682,MI
1345,Jackson,42.249134,-84.40722,Grand River Brewery,49201,MI
1346,Lake Leelanau,44.950542,-85.75486,Chateau Fontaine,49653,MI
1347,Edgewater,38.92721,-76.57236,Edgewater Liquors,21037,MD
1348,Silver Spring,38.98944,-77.02832,Denizens Brewing Company,20910,MD
1349,Phoenix,33.63905,-112.05363,Fry's Marketplace,85022,AZ
1350,Portage,42.22735,-85.58997,Bilbo's Pizza In A Pan,49002,MI
1351,Clinton,41.30236,-72.54355,Chamard Vineyards Bistro,6413,CT
1352,Milford,41.23094,-73.04928,Total Wine More,6460,CT
1353,Westville,41.54511,-86.88814,Four Fathers Brewing,46391,IN
1354,Lansing,42.73671,-84.54578,Lansing Brewing Company,48912,MI
1355,Livermore,37.6652,-121.7322,Stony Ridge Winery,94550,CA
1356,San Bernardino,34.0667,-117.2632,BJ's Restaurant & Brewhouse,92408,CA
1357,Union City,37.6076,-122.0765,Nestle Professional Vitality,94587,CA
1358,Chula Vista,32.6011,-117.0811,Feria Maya,91911,CA
1359,Fairfax,37.9852,-122.5903,Sonoma Springs Brewing Co LLC,94930,CA
1360,Marina,36.6802,-121.8036,English Ales Brewery,93933,CA
1361,Temecula,33.5472,-117.0448,Wilson Creek Winery & Vineyard,95291,CA
1362,San Leandro,37.6958,-122.1642,Coca-Cola Co,94577,CA
1363,San Ramon,37.7769,-121.9625,Schubros Brewery,94583,CA
1364,Cherokee,34.7162,-87.6942,B & B Discount Beverages,35616,AL
1365,Carmel Valley,36.476,-121.7161,Boete Winery,93924,CA
1366,Bakersfield,35.2866,-119.0452,Savage Brewing Co LLC,93314,CA
1367,Coachella,33.6677,-116.1535,Coca Cola Enterprises,92236,CA
1368,Riverside,34.0039,-117.3487,Inland Empire Brewing Co,92507,CA
1369,Gonzales,36.496,-121.5064,Talbott Vineyards,93926,CA
1370,Escondido,33.0706,-117.0439,Orfila Vineyards,92025,CA
1371,Corona,33.8174,-117.541,Circle City Brewery Inc,92883,CA
1372,Corona,33.852,-117.5391,Sipper Products INC,92881,CA
1373,San Diego,32.7406,-117.2116,Stone Brewing World Bistro & Gardens,92106,CA
1374,Bakersfield,35.4034,-118.9943,Lengthwise Brewing Co,93305,CA
1375,Missoula,46.92233,-114.07284,Big Sky Brewing Company,59808,MT
1376,Elgin,42.95747,-91.62875,Elgin Tap,52141,IA
1377,Saint Louis,38.71148,-90.23801,Griesedieck Brothers Brewery,63147,MO
1378,Colorado Springs,38.8066,-104.8385,Smiling Toad Brewing,80905,CO
1379,Milwaukee,43.057794,-87.887421,Good City Brewing Company,53202,WI
1380,Tempe,33.42667783,-111.9410062,Blasted Barley Beer Co.,85281,AZ
1381,San Marcos,33.1405,-117.207,California Booth Brew,92078,CA
1382,Lodi,38.116,-121.3716,Bare Ranch-Michael David Winery,95242,CA
1383,Portland,45.4538,-122.6231,Short Snout Brewing,97222,OR
1384,Portland,45.5264,-122.6882,Mc Menamins Pubs,97209,OR
1385,Charleston,32.8138,-79.9985,Frothy Beard Brewing Co LLC,29407,SC
1386,Eugene,44.0582,-123.1075,Hop Valley,97402,OR
1387,Dundee,45.2658,-123.0488,Nysa Vineyard,97115,OR
1388,Dallas,45.0107,-123.3886,Chateau Bianca Inc,97338,OR
1389,North Charleston,32.9238,-80.0761,Frothy Beard Brewing Co,29418,SC
1390,Greenville,34.8261,-82.2979,Smoke N Brew,29607,SC
1391,Dallas,44.9247,-123.3075,Dragon Brew LLC,97338,OR
1392,Salem,44.904,-123.0516,Thompson's Brewery,97302,OR
1393,Vancouver,45.6296,-122.6791,Great Western Malting Co,98660,WA
1394,Dayton,45.251,-123.0495,Sokol Blosser Winery,97114,OR
1395,North Charleston,32.8424,-80.0021,Greenhouse Brewing,29405,SC
1396,Portland,45.5183,-122.6819,TartBerry,97205,OR
1397,Mount Pleasant,32.8367,-79.8741,Ghost Monkey Brewery,29464,SC
1398,Portland,45.5228,-122.6849,McMenamins Ringlers Pub,97209,OR
