,PostalCode,Median_Income,Population,Median_age,Keydemo_per
2683,93612,44105.0,35140,33.0,0.2497723392145703
2684,93614,71047.0,11982,51.9,0.1317810048405942
2685,93615,43380.0,6347,26.3,0.2297148259020009
2686,93616,36250.0,2582,31.7,0.1773818745158791
2687,93618,44576.0,31470,27.9,0.2144899904671115
2688,93619,120944.0,39473,37.9,0.1629974919565272
2689,93620,45014.0,8906,31.5,0.2387154727150235
2690,93621,,136,52.3,0.0
2691,93622,39290.0,10335,28.6,0.2171262699564586
2692,93623,108243.0,114,68.7,0.0
2693,93624,32216.0,871,27.9,0.1458094144661308
2694,93625,54806.0,8059,34.0,0.2161558506018116
2695,93626,86473.0,2427,43.0,0.1363823650597445
2696,93627,,247,,0.3238866396761133
2697,93628,35820.0,83,48.5,0.2891566265060241
2698,93630,49360.0,20764,28.1,0.2141687536120208
2699,93631,68502.0,16282,34.9,0.1996069278958359
2700,93634,,22,30.0,0.7727272727272727
2701,93635,62526.0,41180,30.7,0.1851384167071393
2702,93636,83977.0,13255,43.4,0.14983025273481698
2703,93637,56462.0,41108,31.0,0.1920794006032889
2704,93638,45811.0,49932,28.4,0.2379235760634462
2705,93640,30752.0,12920,29.2,0.20828173374613
2706,93641,,223,59.0,0.0582959641255605
2707,93643,58819.0,2783,49.5,0.14840100610851598
2708,93644,51745.0,9055,49.2,0.2048591938155715
2709,93645,,148,48.0,0.0
2710,93646,27761.0,11738,26.3,0.2030158459703527
2711,93647,35000.0,11407,28.3,0.2205663189269746
2712,93648,35210.0,16087,29.1,0.2125940200161621
2713,93650,35440.0,3173,38.2,0.1408761424519382
2714,93651,102824.0,1798,44.2,0.2113459399332591
2715,93652,39259.0,540,36.4,0.2074074074074074
2716,93653,64219.0,1377,47.9,0.0827886710239651
2717,93654,50903.0,30373,32.5,0.1995193099134099
2718,93656,49259.0,5806,33.3,0.2385463313813296
2719,93657,57600.0,35666,34.4,0.1869848034542701
2720,93660,35339.0,4090,27.7,0.2366748166259168
2721,93662,42308.0,30725,31.3,0.2288364524003254
2722,93664,100938.0,380,62.2,0.0631578947368421
2723,93665,40263.0,752,28.5,0.1968085106382978
2724,93666,28750.0,866,21.9,0.2055427251732101
2725,93667,75250.0,2405,44.3,0.1072765072765072
2726,93668,50063.0,1219,39.3,0.0500410172272354
2727,93669,,238,58.4,0.0504201680672268
2728,93673,44375.0,754,28.0,0.1856763925729443
2729,93675,73151.0,3905,43.5,0.1162612035851472
2730,93701,23153.0,10166,27.1,0.2716899468817627
2731,93702,27159.0,43601,28.3,0.2357514735900552
2732,93703,33550.0,32754,29.2,0.2447945289124992
2733,93704,60109.0,29740,35.6,0.2354404841963685
2734,93705,40516.0,36808,31.7,0.2411703977396218
2735,93706,32325.0,40586,29.3,0.2215295914847484
2736,93710,51605.0,33448,28.4,0.3199593398708443
2737,93711,73930.0,38007,43.8,0.2005946273054963
2738,93720,89671.0,47081,37.3,0.2163930247870691
2739,93721,28529.0,7650,33.2,0.3760784313725489
2740,93722,59028.0,84621,30.9,0.2390541354982805
2741,93723,82702.0,13936,34.5,0.1915183696900115
2742,93725,47524.0,27214,27.4,0.2519658999044609
2743,93726,40489.0,42824,29.2,0.2754063142163273
2744,93727,57537.0,84449,30.8,0.2258641310139847
2745,93728,36197.0,16574,30.2,0.3009533003499457
2746,93730,121716.0,12770,42.1,0.115113547376664
2747,93901,64678.0,28194,34.4,0.2214300915088316
2748,93905,51472.0,60531,27.5,0.2347392245295798
2749,93906,67199.0,64348,32.1,0.2284764095232175
2750,93907,82520.0,23299,41.2,0.1774754281299626
2751,93908,129789.0,12398,48.4,0.1230843684465236
2752,93920,57353.0,1545,35.3,0.2802588996763754
2753,93921,98313.0,3316,57.7,0.0820265379975874
2754,93923,99955.0,12837,59.6,0.0472851912440601
2755,93924,101761.0,6514,54.1,0.0712311943506294
2756,93925,50750.0,2073,29.4,0.2392667631452002
2757,93926,65566.0,9171,30.5,0.2485007087558608
2758,93927,58766.0,18812,27.6,0.2404316393791197
2759,93928,,854,25.2,0.7985948477751756
2760,93930,54605.0,17067,30.3,0.2162067147126032
2761,93932,37159.0,709,38.9,0.1057827926657263
2762,93933,66711.0,25442,33.5,0.2472682965175693
2763,93940,85503.0,32236,39.8,0.2543429705918849
2764,93950,88326.0,15547,48.9,0.1393194828584292
2765,93953,145938.0,4028,60.1,0.0935948361469712
2766,93954,56818.0,551,26.7,0.2032667876588021
2767,93955,63832.0,34566,32.8,0.2457038708557542
2768,93960,63604.0,26966,35.9,0.2272491285322257
2769,93962,120385.0,414,47.8,0.21739130434782605
2770,94002,155473.0,27155,41.0,0.1639477076044927
2771,94005,112016.0,4697,46.6,0.1147540983606557
2772,94010,152388.0,42760,41.9,0.1422591206735266
2773,94014,90970.0,49170,39.5,0.2553996339231238
2774,94015,95541.0,65041,39.8,0.2505342783782537
2775,94019,136758.0,20512,46.2,0.1336290951638065
2776,94020,139219.0,1697,52.2,0.187389510901591
2777,94021,177163.0,511,53.1,0.1428571428571428
2778,94022,223859.0,19406,47.8,0.091518087189529
2779,94024,,23675,46.6,0.0910665258711721
2780,94025,161827.0,43392,38.3,0.1778438421828908
2781,94027,,7415,46.8,0.1046527309507754
2782,94028,234091.0,7125,50.9,0.0630175438596491
2783,94030,128494.0,22625,43.9,0.1685745856353591
2784,94037,93167.0,2504,58.9,0.1110223642172524
2785,94038,120438.0,3450,42.5,0.0539130434782608
2786,94040,139278.0,36526,34.6,0.2670974100640639
2787,94041,139818.0,14572,34.6,0.337839692561076
2788,94043,138232.0,31161,34.9,0.3003754693366708
2789,94044,125500.0,38984,42.5,0.1905910116971065
2790,94060,114412.0,926,49.2,0.1252699784017278
2791,94061,112609.0,39023,37.0,0.2307100940471004
2792,94062,178480.0,28423,45.0,0.1745065615874468
2793,94063,77166.0,34867,33.1,0.2740126767430522
2794,94065,172663.0,12461,42.1,0.1540004815022871
2795,94066,109387.0,43101,39.3,0.227929746409596
2796,94070,185459.0,31074,41.9,0.1309454849713587
2797,94074,124750.0,170,49.6,0.1
2798,94080,105600.0,67600,40.3,0.2157100591715976
2799,94085,127774.0,23223,32.6,0.3699349782543168
2800,94086,139847.0,50477,33.3,0.3319333557858034
2801,94087,160907.0,56668,38.9,0.1729900472930048
2802,94089,119054.0,22882,36.3,0.299930076042304
2803,94102,46372.0,31392,39.2,0.3130733944954128
2804,94103,75764.0,30703,36.9,0.3684330521447415
2805,94104,51500.0,429,49.9,0.1165501165501165
2806,94105,213987.0,10916,35.1,0.3999633565408574
2807,94107,166985.0,31461,35.3,0.3689647500079464
2808,94108,63263.0,14143,42.1,0.3140069292229371
2809,94109,94278.0,57302,36.6,0.39085895780252
2810,94110,134592.0,72380,37.3,0.2901215805471124
2811,94111,120905.0,3611,46.6,0.2395458321794516
2812,94112,94757.0,84707,42.8,0.2196040468910479
2813,94114,162193.0,34918,39.2,0.2799415774099318
2814,94115,123037.0,34604,37.0,0.3274476939082187
2815,94116,116089.0,47346,44.4,0.2070502259958602
2816,94117,170211.0,44650,33.4,0.3925867861142217
2817,94118,121644.0,42095,37.2,0.310226867799026
2818,94121,103151.0,43616,42.7,0.2258345561261922
2819,94122,122076.0,62128,38.8,0.2766385526654648
2820,94123,162206.0,25890,34.0,0.425453843182696
2821,94124,63267.0,35747,37.2,0.2273477494614932
2822,94127,172713.0,21151,44.9,0.1536097584038579
2823,94128,,146,53.8,0.0890410958904109
2824,94129,196917.0,4136,30.0,0.3955512572533849
2825,94130,54375.0,3008,25.5,0.4637632978723404
2826,94131,151607.0,29523,41.5,0.2168817532093622
2827,94132,84349.0,31436,33.0,0.2983203969970734
2828,94133,69756.0,26796,42.5,0.2910509031198686
2829,94134,77983.0,42418,42.2,0.2019897213447121
2830,94158,156856.0,8455,34.4,0.3824955647545831
2831,94301,159148.0,16582,44.9,0.1643348208901218
2832,94303,105763.0,48244,34.1,0.2151977447972805
2833,94304,130227.0,3852,38.8,0.2201453790238837
2834,94305,60000.0,16397,22.5,0.5520522046715862
2835,94306,143606.0,27435,41.2,0.1667213413522872
2836,94401,93850.0,36001,35.7,0.2403544345990389
2837,94402,169086.0,25703,41.1,0.1621211531727814
2838,94403,134875.0,44408,38.6,0.2237659881102504
2839,94404,149836.0,36985,40.6,0.1928890090577261
2840,94501,94991.0,63821,40.3,0.2114037699189921
2841,94502,154437.0,14701,42.5,0.151282225698932
2842,94503,101865.0,20276,38.0,0.1886466758729532
2843,94505,130013.0,16382,41.7,0.1377121230618972
2844,94506,212739.0,25240,45.0,0.0783676703645007
2845,94507,237841.0,15105,49.9,0.0806355511420059
2846,94508,89531.0,3935,30.2,0.2935196950444727
2847,94509,64502.0,68166,35.1,0.2187160754628407
2848,94510,103163.0,28350,46.1,0.1305820105820105
2849,94511,33583.0,2161,45.5,0.2299861175381767
2850,94512,,16,,0.0
2851,94513,108243.0,64313,40.5,0.1544788767434266
2852,94514,69934.0,1475,37.3,0.1403389830508474
2853,94515,85417.0,7491,46.0,0.1742090508610332
2854,94516,101250.0,103,56.5,0.2912621359223301
2855,94517,150032.0,13687,45.7,0.134580258639585
2856,94518,95875.0,28734,42.2,0.1954130994640495
2857,94519,96540.0,20041,38.0,0.2153086173344643
2858,94520,60652.0,38753,34.8,0.2531158878022346
2859,94521,106938.0,43281,42.3,0.1959982440331785
2860,94523,117568.0,35005,40.9,0.2113698043136694
2861,94525,79681.0,3290,47.4,0.1562310030395136
2862,94526,152727.0,33135,47.1,0.0944016900558322
2863,94528,143013.0,384,71.9,0.0
2864,94530,107006.0,26145,42.5,0.1873780837636259
2865,94531,104646.0,43022,38.1,0.2022918506810469
2866,94533,73042.0,75909,33.8,0.2383116626486977
2867,94534,114537.0,39239,40.9,0.1694232778613114
2868,94535,70230.0,3842,23.0,0.4260801665799062
2869,94536,121696.0,74837,37.7,0.2061012600718895
2870,94538,112473.0,67474,35.7,0.2724456827815158
2871,94539,177836.0,54982,42.5,0.1293332363318904
2872,94541,80448.0,65928,37.0,0.2282338308457711
2873,94542,121354.0,14699,33.7,0.2991359956459623
2874,94544,82520.0,79747,34.3,0.2566742322595207
2875,94545,91310.0,32724,39.7,0.2283033858941449
2876,94546,97179.0,44378,42.0,0.1632115011942854
2877,94547,117018.0,25616,41.2,0.2001093066833229
2878,94548,104773.0,377,32.4,0.2254641909814323
2879,94549,178056.0,29795,45.7,0.1242490350729988
2880,94550,139387.0,50374,42.7,0.1611744153730099
2881,94551,118967.0,47227,37.0,0.1934910114976602
2882,94552,162583.0,14938,46.5,0.117820324005891
2883,94553,103728.0,49784,41.6,0.1838341635866945
2884,94555,147358.0,38478,37.4,0.1812724154062061
2885,94556,141366.0,16428,45.3,0.1246652057462868
2886,94558,93052.0,68315,42.2,0.1784381175437312
2887,94559,76961.0,27593,38.5,0.2096908636248323
2888,94560,116856.0,47171,37.1,0.2278942570647219
2889,94561,104089.0,42473,33.7,0.1902149600922939
2890,94563,222930.0,19644,48.7,0.0839442068825086
2891,94564,100240.0,19260,43.3,0.2163032191069574
2892,94565,71629.0,97671,34.1,0.2339589028473139
2893,94566,161204.0,45893,44.2,0.1261194517682435
2894,94567,53125.0,658,42.5,0.1276595744680851
2895,94568,146103.0,55608,36.7,0.1945583369299381
2896,94569,181116.0,180,56.8,0.3555555555555555
2897,94571,68226.0,10605,62.7,0.095049504950495
2898,94572,75142.0,10384,36.7,0.2239984591679507
2899,94573,,36,29.2,0.5833333333333334
2900,94574,93587.0,8757,51.1,0.1556469110425944
2901,94575,,1178,19.8,0.4295415959252971
2902,94576,,105,67.8,0.0
2903,94577,78444.0,47682,41.4,0.2016484207877186
2904,94578,66450.0,41865,35.2,0.2552729009912815
2905,94579,88991.0,21883,42.5,0.2027144358634556
2906,94580,96493.0,30488,37.8,0.2129034374180005
2907,94582,175490.0,42576,39.4,0.1083709131905298
2908,94583,152656.0,35231,40.8,0.1353921262524481
2909,94585,82848.0,29525,34.4,0.2435563082133784
2910,94586,133125.0,831,51.0,0.1179302045728038
2911,94587,114681.0,74722,38.4,0.2346163111265758
2912,94588,153429.0,37253,40.7,0.1401497865943682
2913,94589,68494.0,31536,36.4,0.2207001522070015
2914,94590,53275.0,37280,37.3,0.2337714592274678
2915,94591,85311.0,55157,40.8,0.2133908660732092
2916,94592,127679.0,952,29.3,0.4128151260504201
2917,94595,76583.0,18117,68.2,0.0628691284428989
2918,94596,109167.0,21700,39.2,0.2649308755760368
2919,94597,111750.0,23108,39.0,0.2430327159425307
2920,94598,154125.0,27831,45.1,0.1314720994574395
2921,94599,69800.0,3108,64.8,0.074002574002574
2922,94601,50122.0,53039,33.3,0.2464224438620637
2923,94602,95479.0,30162,42.0,0.1733306809893243
2924,94603,52634.0,35862,31.0,0.2474485527856784
2925,94605,72778.0,43399,38.5,0.217677826678034
2926,94606,56129.0,38220,36.6,0.2935374149659864
2927,94607,55054.0,26823,35.8,0.3089139917235208
2928,94608,87517.0,31013,35.5,0.3571083094186309
2929,94609,86750.0,23726,34.6,0.3553485627581556
2930,94610,100717.0,31936,39.2,0.265311873747495
2931,94611,129576.0,38975,44.9,0.1568697883258499
2932,94612,55291.0,15785,37.0,0.3640798226164079
2933,94613,,855,19.6,0.3988304093567251
2934,94618,167606.0,17252,42.4,0.1920357060051008
2935,94619,94490.0,24112,40.7,0.1850530856005308
2936,94621,42563.0,35035,29.9,0.25471671185956896
2937,94702,82076.0,16860,39.8,0.2311981020166073
2938,94703,83074.0,21697,34.5,0.3242844632898557
2939,94704,38125.0,29597,21.8,0.5411359259384397
2940,94705,125104.0,13527,43.2,0.2412951874029718
2941,94706,100461.0,21218,36.6,0.1961070788952776
2942,94707,154184.0,11767,52.5,0.115577462394833
2943,94708,170139.0,11394,50.5,0.1242759347024749
2944,94709,71859.0,11951,28.8,0.4679943100995732
2945,94710,81907.0,7893,35.5,0.282022044849867
2946,94720,,2845,19.4,0.3694200351493849
2947,94801,56582.0,31210,32.8,0.2387375841076578
2948,94803,89851.0,25893,44.0,0.1791217703626463
2949,94804,59089.0,40931,34.0,0.2545259094573795
2950,94805,85813.0,14188,40.6,0.2182830561037496
2951,94806,64403.0,64286,35.3,0.2395544908689294
2952,94901,90440.0,41713,39.2,0.1747416872437849
2953,94903,105783.0,30427,47.1,0.1344858185164492
2954,94904,139500.0,12994,47.7,0.0878867169462829
2955,94920,165807.0,12740,51.1,0.0649921507064364
2956,94922,110845.0,1075,38.6,0.0837209302325581
2957,94923,85069.0,808,67.3,0.1138613861386138
2958,94924,68250.0,1127,62.2,0.1526175687666371
2959,94925,149439.0,9838,46.5,0.0877210815206342
2960,94928,71824.0,44323,34.6,0.2701757552512239
2961,94929,119706.0,254,38.9,0.0590551181102362
2962,94930,105219.0,8728,48.2,0.132218148487626
2963,94931,80186.0,8926,38.2,0.20927627156621104
2964,94933,91384.0,837,40.8,0.1111111111111111
2965,94937,87273.0,742,61.8,0.0296495956873315
2966,94938,126429.0,920,40.8,0.1260869565217391
2967,94939,119158.0,6747,48.9,0.1523640136356899
2968,94940,107625.0,287,63.2,0.1114982578397212
2969,94941,152125.0,32009,47.7,0.0926926801836983
2970,94945,120020.0,19043,47.3,0.1387911568555374
2971,94946,140625.0,658,57.8,0.0744680851063829
2972,94947,110274.0,25867,48.1,0.1416863184752773
2973,94949,93580.0,18695,46.6,0.1579031826691628
2974,94950,,123,48.4,0.2520325203252032
2975,94951,96699.0,4574,52.6,0.1357673808482728
2976,94952,88848.0,35503,43.5,0.1638453088471397
2977,94954,93849.0,38763,40.5,0.1759925702345019
2978,94956,74926.0,1146,56.4,0.0759162303664921
2979,94957,,1219,49.1,0.0484003281378178
2980,94960,133381.0,15868,47.5,0.1048651373834131
2981,94963,118272.0,404,40.3,0.0742574257425742
2982,94964,,3155,35.0,0.4877971473851029
2983,94965,105391.0,11394,51.5,0.1351588555380024
2984,94970,121071.0,698,60.2,0.0487106017191977
2985,94971,,226,62.3,0.0973451327433628
2986,94972,,25,,0.0
2987,94973,56379.0,1228,64.1,0.0325732899022801
2988,95002,95875.0,2348,31.7,0.2755536626916525
2989,95003,103982.0,25185,50.1,0.1245185626364899
2990,95004,110741.0,4218,35.6,0.1903745851114272
2991,95005,95242.0,7661,41.2,0.2246443023104033
2992,95006,102583.0,9632,47.8,0.1412998338870432
2993,95007,,374,52.9,0.16042780748663096
2994,95008,122947.0,46352,39.0,0.2101095961339316
2995,95010,71531.0,8856,42.9,0.1614724480578139
2996,95012,61373.0,10780,26.7,0.2720779220779221
2997,95013,,85,42.4,0.0
2998,95014,168538.0,61866,41.3,0.1267255035075809
2999,95017,66484.0,681,48.7,0.1248164464023494
3000,95018,105189.0,6841,45.7,0.1615260926765092
3001,95019,47025.0,7368,33.9,0.1980184581976113
3002,95020,102741.0,64833,35.7,0.1907361991578363
3003,95023,86337.0,53423,35.0,0.2067274394923534
3004,95030,209563.0,13481,50.0,0.0811512499072769
3005,95032,154810.0,26047,45.5,0.1103773947095634
3006,95033,177000.0,9511,47.4,0.1346861528756177
3007,95035,132236.0,79655,36.3,0.2413533362626326
3008,95037,125057.0,51994,40.0,0.1614032388352502
3009,95039,49556.0,1074,34.8,0.1797020484171322
3010,95041,58786.0,436,22.7,0.2064220183486238
3011,95043,76500.0,731,48.9,0.17373461012311905
3012,95045,88804.0,4217,46.7,0.1546122836139435
3013,95046,117344.0,5918,43.9,0.1723555255153768
3014,95050,96872.0,38699,34.1,0.3064678673867542
3015,95051,134230.0,59851,35.3,0.2712736629296085
3016,95053,,3862,19.4,0.2133609528741584
3017,95054,152500.0,24524,33.3,0.2978714728429293
3018,95060,78344.0,47801,36.3,0.3082153093031526
3019,95062,79233.0,36737,40.1,0.2453657075972453
3020,95064,54063.0,10486,19.6,0.3479877932481404
3021,95065,104464.0,8491,43.6,0.1647626899069603
3022,95066,111480.0,15341,44.5,0.1768463594289811
3023,95070,193617.0,31196,50.2,0.0944992947813822
3024,95073,93704.0,11013,43.5,0.153636611277581
3025,95075,77083.0,459,34.6,0.1830065359477124
3026,95076,66991.0,86905,32.8,0.2280075944997411
3027,95110,95829.0,19928,32.4,0.3195503813729426
3028,95111,73093.0,61830,34.8,0.2172084748503962
3029,95112,66501.0,62228,30.8,0.3357491804332455
3030,95113,135875.0,2107,36.2,0.4418604651162791
3031,95116,65667.0,55825,32.6,0.2454814151365875
3032,95117,95726.0,30369,35.1,0.2611544667259376
3033,95118,115306.0,32421,38.9,0.1496869313099534
3034,95119,126860.0,10027,40.4,0.1775206941258602
3035,95120,206531.0,38122,46.3,0.0949845233723309
3036,95121,106394.0,37531,40.5,0.1992752657802882
3037,95122,78734.0,56121,33.8,0.2337271253185082
3038,95123,117579.0,68766,37.4,0.2111508594363493
3039,95124,155550.0,51455,39.4,0.1440870663686716
3040,95125,118788.0,53155,41.4,0.1718370802370426
3041,95126,99160.0,36206,34.3,0.3169640391095398
3042,95127,98692.0,66256,35.7,0.2361899299686066
3043,95128,93455.0,36975,36.7,0.2586071670047329
3044,95129,148068.0,39741,41.2,0.1667547369215671
3045,95130,127772.0,14660,39.0,0.1782401091405184
3046,95131,126757.0,31236,36.8,0.272602125752337
3047,95132,121288.0,41790,40.8,0.2081598468533141
3048,95133,86686.0,28565,39.1,0.2237703483283739
3049,95134,150131.0,29349,30.6,0.5185525912296841
3050,95135,148438.0,22015,46.7,0.0912105382693618
3051,95136,112074.0,47476,36.3,0.2336338360434746
3052,95138,179724.0,20674,40.4,0.1715681532359485
3053,95139,139612.0,7363,39.7,0.1479016705147358
3054,95140,,102,54.2,0.0
3055,95148,138763.0,48273,40.3,0.1957616058666335
3056,95202,14822.0,6066,39.2,0.2050774810418727
3057,95203,44922.0,15487,34.4,0.2343901336604894
3058,95204,53077.0,28667,37.0,0.2236369344542505
3059,95205,36444.0,38350,29.3,0.2522816166883963
3060,95206,50918.0,64250,30.7,0.2092295719844357
3061,95207,49647.0,52269,32.6,0.2520423195393063
3062,95209,81841.0,44980,35.9,0.1810582481102712
3063,95210,47142.0,41509,30.8,0.2363101977884314
3064,95211,,1624,19.6,0.3571428571428571
3065,95212,95759.0,29426,33.6,0.2179365187249371
3066,95215,46191.0,24326,38.1,0.1818219189344734
3067,95219,83558.0,29270,37.3,0.1934745473180731
3068,95220,85906.0,7576,41.9,0.16855860612460402
3069,95222,54508.0,5029,56.4,0.1230861006164247
3070,95223,56121.0,2666,61.1,0.0900225056264066
3071,95224,,167,38.1,0.3473053892215569
3072,95225,68750.0,378,43.7,0.2089947089947089
3073,95227,96023.0,654,54.7,0.0275229357798165
3074,95228,83313.0,4541,49.9,0.1871834397709755
3075,95230,89016.0,840,34.5,0.1309523809523809
3076,95231,41935.0,5165,33.6,0.3270087124878993
3077,95232,55500.0,161,64.5,0.1304347826086956
3078,95233,74653.0,548,44.5,0.1605839416058394
3079,95236,74020.0,4199,41.5,0.1652774470111931
3080,95237,61042.0,3639,33.8,0.1945589447650453
3081,95240,50992.0,48799,33.6,0.2089591999836062
3082,95242,73083.0,26409,41.9,0.1610435836267938
3083,95245,51830.0,1717,55.3,0.1036691904484566
3084,95246,57689.0,1159,63.3,0.1406384814495254
3085,95247,52661.0,4024,57.2,0.1503479125248508
3086,95248,,106,58.0,0.0
3087,95249,39052.0,5444,41.9,0.1381337252020573
3088,95251,62337.0,625,54.9,0.0992
3089,95252,79618.0,16262,47.4,0.1323330463657606
3090,95254,103559.0,1035,55.3,0.1314009661835748
3091,95255,35169.0,1289,58.8,0.0496508921644685
3092,95257,54390.0,407,53.8,0.2113022113022113
3093,95258,92545.0,3599,52.3,0.1250347318699639
3094,95301,60958.0,39186,33.2,0.2203593119991833
3095,95303,63173.0,1110,39.4,0.1900900900900901
3096,95304,98088.0,14282,37.2,0.2230079820753396
3097,95306,46176.0,654,58.1,0.1926605504587156
3098,95307,58827.0,46283,30.4,0.2295227189248752
3099,95310,41111.0,1874,45.3,0.1125933831376734
3100,95311,40945.0,1893,62.0,0.1510829371368198
3101,95312,63077.0,276,30.6,0.1702898550724637
3102,95313,52105.0,1305,36.1,0.2084291187739463
3103,95314,,95,19.5,0.2105263157894736
3104,95315,59298.0,14520,31.2,0.2008953168044077
3105,95316,70907.0,7022,37.7,0.1857020791797208
3106,95317,53807.0,1203,28.1,0.2826267664172901
3107,95318,44821.0,220,29.5,0.3272727272727272
3108,95319,31966.0,1745,37.6,0.3020057306590258
3109,95320,68492.0,12822,36.2,0.1941974730931212
3110,95321,53563.0,3541,61.8,0.1013837898898616
3111,95322,54820.0,10373,35.1,0.1878916417622674
3112,95323,71667.0,1299,35.1,0.1916859122401847
3113,95324,64167.0,8380,33.3,0.2213603818615751
3114,95325,,78,52.4,0.0
3115,95326,79386.0,10147,35.6,0.1936532965408495
3116,95327,54046.0,7918,42.2,0.2671129072998232
3117,95328,53112.0,4480,27.9,0.2464285714285714
3118,95329,55407.0,2570,50.6,0.1400778210116731
3119,95330,85092.0,22760,32.1,0.2470562390158172
3120,95333,48993.0,2539,38.3,0.1795982670342654
3121,95334,55044.0,17057,30.1,0.2465263528170252
3122,95335,,153,57.8,0.0
3123,95336,64164.0,47855,37.5,0.1913279699091004
3124,95337,83933.0,39177,35.0,0.2047374735176251
3125,95338,52699.0,10827,51.0,0.1263507896924355
3126,95340,55470.0,35827,32.6,0.2121305160912161
3127,95341,40802.0,33090,27.8,0.222907222725899
3128,95345,,802,48.2,0.2481296758104738
3129,95346,110032.0,1251,58.2,0.1047162270183852
3130,95348,48505.0,34002,28.4,0.2913358037762484
3131,95350,53604.0,54210,36.6,0.2173030806124331
3132,95351,41309.0,48542,29.4,0.2394009311524041
3133,95354,50226.0,24923,34.1,0.2355655418689564
3134,95355,66719.0,59621,39.3,0.1913084315928951
3135,95356,70699.0,32622,37.9,0.2048310955796701
3136,95357,73304.0,11765,37.2,0.1838504037399065
3137,95358,60987.0,32524,30.5,0.2174086828188414
3138,95360,62679.0,13278,34.0,0.1895616809760506
3139,95361,72313.0,35308,38.4,0.1718307465730146
3140,95363,71934.0,27908,31.7,0.2211193922889494
3141,95365,40592.0,4775,30.6,0.2175916230366492
3142,95366,84898.0,17909,39.8,0.1631581886202468
3143,95367,71934.0,25072,32.7,0.2277839821314614
3144,95368,82928.0,14041,29.6,0.2436436151271277
3145,95369,54500.0,1024,42.1,0.115234375
3146,95370,57513.0,28096,48.0,0.1677818906605922
3147,95372,80737.0,2056,36.2,0.1760700389105058
3148,95374,48603.0,1682,41.1,0.1617122473246135
3149,95375,,5,79.5,0.0
3150,95376,82390.0,55655,33.2,0.2165304105650884
3151,95377,111076.0,32091,35.7,0.1846935277803745
3152,95379,58988.0,4003,46.0,0.1838621034224331
3153,95380,46580.0,42866,32.0,0.2286194186534783
3154,95382,72206.0,38700,36.4,0.2016537467700258
3155,95383,79329.0,3611,54.6,0.1204652450844641
3156,95385,68542.0,415,35.1,0.3180722891566265
3157,95386,60895.0,10557,34.5,0.1818698493890309
3158,95387,39919.0,636,28.9,0.0990566037735849
3159,95388,47184.0,14116,31.5,0.2068574667044488
3160,95389,55809.0,1417,40.1,0.34721242060691604
3161,95391,138500.0,20131,31.2,0.1460930902588048
3162,95401,75290.0,38839,37.4,0.2354077087463632
3163,95403,75954.0,45096,37.4,0.23636242682277805
3164,95404,81427.0,40497,41.6,0.1789515272736252
3165,95405,89876.0,21082,45.9,0.185703443696044
3166,95407,63981.0,42026,33.4,0.2412316185218674
3167,95409,75571.0,27186,53.3,0.1246229677039652
3168,95410,64625.0,997,48.4,0.1233701103309929
3169,95412,72784.0,397,56.1,0.1083123425692695
3170,95415,46538.0,1388,38.8,0.2010086455331412
3171,95417,60956.0,356,64.3,0.148876404494382
3172,95420,85917.0,523,53.4,0.0478011472275334
3173,95421,58125.0,1808,55.6,0.0978982300884955
3174,95422,31793.0,15696,37.7,0.1825942915392456
3175,95423,46500.0,3751,54.3,0.1165022660623833
3176,95425,73235.0,10984,42.1,0.1587764020393299
3177,95426,79667.0,1350,53.9,0.0674074074074074
3178,95427,35852.0,226,61.1,0.1150442477876106
3179,95428,37535.0,2580,36.2,0.1945736434108527
3180,95429,53846.0,116,58.8,0.0862068965517241
3181,95430,,7,,0.0
3182,95431,,161,58.9,0.1118012422360248
3183,95432,44839.0,706,62.4,0.0821529745042493
3184,95435,,299,19.9,0.0
3185,95436,64902.0,6240,50.9,0.1304487179487179
3186,95437,50076.0,14859,46.1,0.1538461538461538
3187,95439,,728,38.9,0.059065934065934016
3188,95441,100938.0,1797,43.0,0.2159154145798553
3189,95442,135000.0,3213,45.8,0.1291627762215997
3190,95443,27566.0,193,30.2,0.2797927461139896
3191,95444,64028.0,705,45.1,0.3092198581560283
3192,95445,58308.0,2257,61.5,0.0544971200708905
3193,95446,65784.0,5168,51.4,0.1282894736842105
3194,95448,95114.0,17407,49.8,0.1487907163784684
3195,95449,53333.0,1560,39.7,0.2506410256410256
3196,95450,59350.0,227,56.2,0.1674008810572687
3197,95451,54110.0,11603,44.2,0.1611652158924416
3198,95452,81118.0,919,64.4,0.1316648531011969
3199,95453,49690.0,11369,49.4,0.1388864455976779
3200,95454,36907.0,2107,50.4,0.1523493118177503
3201,95456,40481.0,838,60.5,0.1264916467780429
3202,95457,37991.0,3227,57.3,0.09916330957545698
3203,95458,45493.0,2960,37.7,0.2820945945945945
3204,95459,53125.0,641,42.6,0.0842433697347894
3205,95460,67934.0,2508,58.7,0.0853269537480063
3206,95461,46310.0,2567,49.0,0.1476431632255551
3207,95462,44261.0,1124,52.7,0.1476868327402135
3208,95463,60417.0,136,57.3,0.3161764705882353
3209,95464,48808.0,2505,45.2,0.1081836327345309
3210,95465,65921.0,2244,52.2,0.1350267379679144
3211,95466,43854.0,976,43.4,0.1854508196721311
3212,95467,70625.0,5506,44.3,0.1146022520886305
3213,95468,53490.0,1280,42.0,0.1109375
